TreeID,Species,Site_X,Site_Y,Tree_x,Tree_y,Coordinate System/Datum
P5#2,R. Pine,710947.09,5092330.10,710947.80,5092332.18,
P5#3,B. Fir,710947.09,5092330.10,710948.26,5092329.83,
P6#1,R. Pine,710896.98,5092328.39,710903.55,5092330.82,
P6#2,R. Pine,710896.98,5092328.39,710898.92,5092324.44,
P6#3,S. Maple,710896.98,5092328.39,710904.56,5092325.82,
P7#1,S. Maple,710796.77,5092324.97,710795.79,5092323.97,
P7#2,S. Maple,710796.77,5092324.97,710793.45,5092319.03,
P7#3,S. Maple,710796.77,5092324.97,710802.12,5092319.30,
P8#1,S. Maple,710771.71,5092324.11,710772.41,5092320.48,
P8#2,Y. Birch,710771.71,5092324.11,710768.50,5092325.50,
P8#3,R. Maple,710771.71,5092324.11,710774.75,5092326.72,
P9#1,S. Maple,710721.61,5092322.40,710726.65,5092321.13,
P9#2,S. Maple,710721.61,5092322.40,710717.39,5092326.95,
P9#3,S. Maple,710721.61,5092322.40,710721.39,5092312.71,
P10#1,R. Maple,710621.40,5092318.98,710617.19,5092321.87,
P10#2,S. Maple,710621.40,5092318.98,710618.17,5092317.17,
P10#3,S. Maple,710621.40,5092318.98,710622.16,5092316.82,
P11#1,R. Maple,710596.34,5092318.13,710595.66,5092312.87,
P11#2,S. Maple,710596.34,5092318.13,710595.36,5092310.49,
P11#3,S. Maple,710596.34,5092318.13,710600.38,5092313.69,
P12#1,R. Maple,710546.24,5092316.42,710550.23,5092322.89,
P12#2,R. Maple,710546.24,5092316.42,710546.99,5092311.58,
P12#3,S. Maple,710546.24,5092316.42,710552.84,5092317.54,
Q1#1,Aspen,711148.37,5092311.98,711144.67,5092308.33,
Q1#2,Y. Birch,711148.37,5092311.98,711150.40,5092312.51,
Q1#3,R. Pine,711148.37,5092311.98,711151.29,5092310.69,
Q2#1,S. Maple,711123.31,5092311.12,711124.16,5092311.97,
Q2#2,W. Birch,711123.31,5092311.12,711122.21,5092301.18,
Q2#3,R. Pine,711123.31,5092311.12,711126.02,5092308.04,
Q3#1,R. Pine,711073.21,5092309.41,711072.39,5092310.15,
Q3#2,R. Pine,711073.21,5092309.41,711072.22,5092309.59,
Q3#3,S. Maple,711073.21,5092309.41,711075.61,5092310.40,
Q4#1,R. Pine,710972.99,5092305.98,710968.07,5092304.01,
Q4#2,R. Pine,710972.99,5092305.98,710969.94,5092306.93,
Q4#3,S. Maple,710972.99,5092305.98,710973.82,5092306.55,
Q5#1,R. Pine,710947.94,5092305.13,710948.14,5092305.80,
Q5#2,R. Pine,710947.94,5092305.13,710950.93,5092303.99,
Q5#3,S. Maple,710947.94,5092305.13,710944.63,5092300.86,
Q6#1,S. Maple,710897.83,5092303.41,710898.65,5092305.13,
Q6#2,R. Maple,710897.83,5092303.41,710897.04,5092307.03,
Q6#3,B. Fir,710897.83,5092303.41,710899.11,5092301.50,
Q7#1,R. Maple,710797.62,5092299.99,710791.60,5092304.79,
Q7#2,Blk. Ash,710797.62,5092299.99,710802.67,5092304.55,
Q7#3,R. Maple,710797.62,5092299.99,710791.11,5092298.03,
Q8#1,R. Maple,710772.57,5092299.14,710777.56,5092301.67,
Q8#2,S. Maple,710772.57,5092299.14,710777.54,5092302.12,
Q8#3,Y. Birch,710772.57,5092299.14,710780.29,5092298.04,
Q9#1,S. Maple,710722.46,5092297.43,710722.30,5092290.13,
Q9#2,S. Maple,710722.46,5092297.43,710721.92,5092296.70,
Q9#3,S. Maple,710722.46,5092297.43,710727.73,5092289.52,
Q10#1,R. Maple,710622.25,5092294.01,710621.99,5092293.70,
Q10#2,S. Maple,710622.25,5092294.01,710617.77,5092292.03,
Q10#3,S. Maple,710622.25,5092294.01,710627.25,5092293.96,
Q11#1,S. Maple,710597.19,5092293.15,710596.90,5092297.64,
Q11#2,R. Maple,710597.19,5092293.15,710603.26,5092294.86,
Q11#3,S. Maple,710597.19,5092293.15,710590.99,5092287.94,
Q12#1,R. Maple,710547.09,5092291.44,710544.29,5092291.64,
Q12#2,R. Maple,710547.09,5092291.44,710544.39,5092291.27,
Q12#3,R. Maple,710547.09,5092291.44,710541.84,5092295.77,
R1#1,B. Aspen,711150.08,5092262.02,711155.92,5092260.65,
R1#2,S. Maple,711150.08,5092262.02,711147.89,5092257.75,
R1#3,R. Maple,711150.08,5092262.02,711150.44,5092261.42,
R2#1,S. Maple,711125.02,5092261.17,711122.66,5092264.64,
R2#2,W. Birch,711125.02,5092261.17,711121.84,5092260.30,
R2#3,R. Pine,711125.02,5092261.17,711127.75,5092260.53,
R3#1,S. Maple,711074.91,5092259.45,711074.43,5092262.41,
R3#2,S. Maple,711074.91,5092259.45,711076.99,5092263.10,
R3#3,B. Fir,711074.91,5092259.45,711070.78,5092266.42,
R4#1,S. Maple,710974.70,5092256.03,710978.32,5092259.02,
R4#2,R. Pine,710974.70,5092256.03,710976.25,5092264.49,
R4#3,R. Pine,710974.70,5092256.03,710969.13,5092258.97,
R5#1,S. Maple,710949.65,5092255.17,710948.48,5092253.67,
R5#2,S. Maple,710949.65,5092255.17,710954.95,5092253.37,
R5#3,S. Maple,710949.65,5092255.17,710943.57,5092253.52,
R6#1,S. Maple,710899.54,5092253.46,710896.50,5092254.46,
R6#2,S. Maple,710899.54,5092253.46,710902.42,5092258.95,
R6#3,S. Maple,710899.54,5092253.46,710893.55,5092250.94,
R6#4,Basswood,710899.54,5092253.46,710897.93,5092245.83,
R6#5,Basswood,710899.54,5092253.46,710890.77,5092252.76,
R6#6,Basswood,710899.54,5092253.46,710896.59,5092244.64,
R7#1,S. Maple,710799.33,5092250.04,710798.24,5092245.67,
R7#2,S. Maple,710799.33,5092250.04,710795.03,5092249.11,
R7#3,S. Maple,710799.33,5092250.04,710799.00,5092249.81,
R7#4,Basswood,710799.33,5092250.04,710797.47,5092259.25,
R7#5,Basswood,710799.33,5092250.04,710793.14,5092248.05,
R8#1,S. Maple,710774.27,5092249.18,710775.54,5092250.60,
R8#2,S. Maple,710774.27,5092249.18,710773.53,5092251.88,
R8#3,S. Maple,710774.27,5092249.18,710769.53,5092246.40,
R9#1,S. Maple,710724.17,5092247.47,710723.58,5092247.33,
R9#2,S. Maple,710724.17,5092247.47,710724.65,5092243.10,
R9#3,S. Maple,710724.17,5092247.47,710729.97,5092248.99,
R9#4,Basswood,710724.17,5092247.47,710733.12,5092246.60,
R9#5,Basswood,710724.17,5092247.47,710734.07,5092246.06,
R10#1,R. Maple,710623.95,5092244.05,710623.63,5092245.21,
R10#2,R. Maple,710623.95,5092244.05,710623.01,5092243.71,
R10#3,R. Maple,710623.95,5092244.05,710624.43,5092251.23,
R11#1,R. Maple,710598.90,5092243.19,710596.61,5092243.01,
R11#2,R. Maple,710598.90,5092243.19,710599.85,5092242.87,
R11#3,R. Maple,710598.90,5092243.19,710600.53,5092244.36,
R12#1,R. Maple,710548.79,5092241.49,710547.77,5092243.88,
R12#2,S. Maple,710548.79,5092241.49,710552.59,5092241.62,
R12#3,S. Maple,710548.79,5092241.49,710549.76,5092238.75,
S1#1,B. Aspen,711153.49,5092162.11,711148.62,5092161.63,
S1#2,S. Maple,711153.49,5092162.11,711151.23,5092161.71,
S1#3,R. Maple,711153.49,5092162.11,711152.29,5092159.36,
S2#1,S. Maple,711128.44,5092161.25,711128.68,5092161.44,
S2#2,S. Maple,711128.44,5092161.25,711127.56,5092161.44,
S2#3,R. Maple,711128.44,5092161.25,711129.76,5092160.04,
S3#1,Aspen,711078.33,5092159.54,711082.51,5092163.12,
S3#2,Aspen,711078.33,5092159.54,711077.82,5092156.28,
S3#3,S. Maple,711078.33,5092159.54,711078.56,5092164.34,
S4#1,R. Pine,710978.12,5092156.12,710982.31,5092158.01,
S4#2,R. Pine,710978.12,5092156.12,710976.58,5092157.55,
S4#3,S. Maple,710978.12,5092156.12,710971.92,5092158.40,
S5#1,R. Pine,710953.06,5092155.26,710951.25,5092158.71,
S5#2,R. Pine,710953.06,5092155.26,710955.02,5092154.87,
S5#3,S. Maple,710953.06,5092155.26,710951.92,5092155.63,
S6#1,R. Pine,710902.95,5092153.55,710898.20,5092154.22,
S6#2,R. Pine,710902.95,5092153.55,710903.28,5092155.52,
S6#3,S. Maple,710902.95,5092153.55,710904.37,5092155.48,
S7#1,R. Maple,710802.74,5092150.12,710808.64,5092149.07,
S7#2,S. Maple,710802.74,5092150.12,710799.38,5092154.23,
S7#3,R. Maple,710802.74,5092150.12,710803.48,5092158.89,
S7#4,Basswood,710802.74,5092150.12,710807.76,5092157.23,
S8#1,S. Maple,710777.68,5092149.27,710782.15,5092149.82,
S8#2,Blk. Ash,710777.68,5092149.27,710781.26,5092154.33,
S8#3,R. Maple,710777.68,5092149.27,710776.47,5092144.73,
S8#4,Basswood,710777.68,5092149.27,710778.16,5092151.62,
S8#5,Basswood,710777.68,5092149.27,710770.56,5092151.62,
S8#6,Basswood,710777.68,5092149.27,710769.72,5092151.21,
S9#1,R. Maple,710727.58,5092147.56,710728.86,5092146.15,
S9#2,S. Maple,710727.58,5092147.56,710724.39,5092146.69,
S9#3,R. Maple,710727.58,5092147.56,710732.63,5092143.31,
S9#4,Basswood,710727.58,5092147.56,710725.62,5092145.03,
S9#5,Basswood,710727.58,5092147.56,710720.78,5092149.21,
S10#1,S. Maple,710627.36,5092144.14,710627.07,5092146.22,
S10#2,R. Maple,710627.36,5092144.14,710630.97,5092148.55,
S10#3,R. Maple,710627.36,5092144.14,710623.55,5092148.24,
S11#1,R. Maple,710602.31,5092143.28,710602.81,5092136.60,
S11#2,R. Maple,710602.31,5092143.28,710602.95,5092145.39,
S11#3,R. Maple,710602.31,5092143.28,710602.62,5092145.56,
S12#1,R. Maple,710552.20,5092141.57,710553.48,5092135.51,
S12#2,S. Maple,710552.20,5092141.57,710551.72,5092146.25,
S12#3,B. Aspen,710552.20,5092141.57,710554.97,5092141.20,
T1#1,B. Aspen,711154.35,5092137.13,711154.95,5092138.40,
T1#2,B. Aspen,711154.35,5092137.13,711159.53,5092141.98,
T1#3,B. Aspen,711154.35,5092137.13,711156.71,5092142.97,
T2#1,Aspen,711129.29,5092136.28,711126.72,5092133.08,
T2#2,B. Fir,711129.29,5092136.28,711127.38,5092131.44,
T2#3,S. Alder,711129.29,5092136.28,711125.86,5092139.49,
T3#1,S. Maple,711079.18,5092134.56,711079.68,5092134.51,
T3#2,S. Maple,711079.18,5092134.56,711083.30,5092132.74,
T3#3,B. Aspen,711079.18,5092134.56,711083.71,5092138.65,
T4#1,R. Pine,710978.97,5092131.14,710981.12,5092128.77,
T4#2,R. Pine,710978.97,5092131.14,710980.61,5092129.52,
T4#3,S. Maple,710978.97,5092131.14,710975.31,5092132.99,
T5#1,R. Pine,710953.91,5092130.28,710951.53,5092130.58,
T5#2,R. Pine,710953.91,5092130.28,710953.13,5092126.56,
T5#3,S. Maple,710953.91,5092130.28,710954.53,5092133.63,
T6#1,R. Pine,710903.81,5092128.57,710908.92,5092132.08,
T6#2,R. Pine,710903.81,5092128.57,710907.38,5092131.92,
T6#3,S. Maple,710903.81,5092128.57,710905.57,5092132.71,
T7#1,S. Maple,710803.59,5092125.15,710806.66,5092128.70,
T7#2,S. Maple,710803.59,5092125.15,710803.04,5092124.31,
T7#3,S. Maple,710803.59,5092125.15,710804.54,5092129.44,
T7#4,Basswood,710803.59,5092125.15,710801.02,5092121.95,
T7#5,Basswood,710803.59,5092125.15,710799.40,5092119.54,
T7#6,Basswood,710803.59,5092125.15,710810.57,5092130.51,
T8#1,S. Maple,710778.54,5092124.29,710775.30,5092120.74,
T8#2,S. Maple,710778.54,5092124.29,710780.21,5092118.63,
T8#3,S. Maple,710778.54,5092124.29,710773.46,5092131.48,
T8#4,Basswood,710778.54,5092124.29,710781.04,5092124.38,
T8#5,Basswood,710778.54,5092124.29,710781.53,5092121.95,
T8#6,Basswood,710778.54,5092124.29,710771.54,5092124.10,
T9#1,R. Maple,710728.43,5092122.58,710727.89,5092121.86,
T9#2,S. Maple,710728.43,5092122.58,710727.01,5092123.08,
T9#3,R. Maple,710728.43,5092122.58,710730.51,5092127.99,
T9#4,Basswood,710728.43,5092122.58,710730.93,5092113.21,
T10#1,S. Maple,710628.21,5092119.16,710630.47,5092115.27,
T10#2,S. Maple,710628.21,5092119.16,710629.80,5092118.98,
T10#3,S. Maple,710628.21,5092119.16,710624.09,5092116.16,
T11#1,R. Maple,710603.16,5092118.31,710597.26,5092118.41,
T11#2,S. Maple,710603.16,5092118.31,710601.67,5092121.80,
T11#3,B. Fir,710603.16,5092118.31,710605.94,5092116.36,
T12#1,Blk. Ash,710553.05,5092116.60,710554.35,5092116.58,
T12#2,R. Maple,710553.05,5092116.60,710546.85,5092116.43,
T12#3,R. Maple,710553.05,5092116.60,710553.96,5092120.39,
U1#1,Aspen,711156.06,5092087.18,711157.21,5092086.84,
U1#2,Aspen,711156.06,5092087.18,711157.64,5092085.38,
U1#3,B. Fir,711156.06,5092087.18,711157.82,5092085.70,
U2#1,Aspen,711131.00,5092086.32,711131.53,5092085.24,
U2#2,Aspen,711131.00,5092086.32,711131.98,5092083.70,
U2#3,B. Fir,711131.00,5092086.32,711131.03,5092088.52,
U3#1,S. Alder,711080.89,5092084.61,711079.17,5092085.41,
U3#2,S. Alder,711080.89,5092084.61,711082.49,5092084.69,
U3#3,B. Fir,711080.89,5092084.61,711078.48,5092086.71,
U4#1,R. Pine,710980.68,5092081.18,710982.04,5092078.51,
U4#2,R. Pine,710980.68,5092081.18,710977.48,5092087.29,
U4#3,S. Maple,710980.68,5092081.18,710981.11,5092073.59,
U5#1,R. Pine,710955.62,5092080.33,710955.66,5092081.02,
U5#2,R. Pine,710955.62,5092080.33,710958.80,5092081.80,
U5#3,S. Maple,710955.62,5092080.33,710953.88,5092082.89,
U6#1,R. Pine,710905.51,5092078.61,710904.29,5092076.32,
U6#2,R. Pine,710905.51,5092078.61,710906.72,5092074.38,
U6#3,S. Maple,710905.51,5092078.61,710897.11,5092078.54,
U7#1,Blk. Ash,710805.30,5092075.19,710802.45,5092078.67,
U7#2,S. Maple,710805.30,5092075.19,710807.54,5092069.52,
U7#3,S. Maple,710805.30,5092075.19,710803.33,5092078.79,
U7#4,Basswood,710805.30,5092075.19,710811.06,5092077.98,
U8#1,R. Pine,710780.24,5092074.34,710779.50,5092073.15,
U8#2,S. Maple,710780.24,5092074.34,710776.26,5092070.40,
U8#3,S. Maple,710780.24,5092074.34,710785.02,5092069.78,
U8#4,Basswood,710780.24,5092074.34,710784.13,5092069.50,
U9#1,R. Pine,710730.13,5092072.62,710730.66,5092070.49,
U9#2,Blk. Ash,710730.13,5092072.62,710729.05,5092074.88,
U9#3,S. Maple,710730.13,5092072.62,710723.49,5092074.49,
U9#4,Basswood,710730.13,5092072.62,710721.90,5092077.76,
U9#5,Basswood,710730.13,5092072.62,710720.43,5092072.62,
U10#1,R. Pine,710629.92,5092069.20,710627.95,5092065.95,
U10#2,R. Maple,710629.92,5092069.20,710635.36,5092068.43,
U10#3,S. Maple,710629.92,5092069.20,710626.84,5092074.00,
U11#1,R. Maple,710604.86,5092068.35,710603.87,5092074.37,
U11#2,R. Maple,710604.86,5092068.35,710603.69,5092062.26,
U11#3,B. Fir,710604.86,5092068.35,710599.68,5092067.94,
U12#1,Aspen,710554.75,5092066.64,710555.86,5092067.33,
U12#2,B. Fir,710554.75,5092066.64,710554.05,5092062.10,
U12#3,R. Maple,710554.75,5092066.64,710547.78,5092067.95,
V1#1,B. Fir,711159.47,5091987.27,711159.55,5091983.67,
V1#2,Tamarack,711159.47,5091987.27,711157.01,5091988.38,
V1#3,S. Maple,711159.47,5091987.27,711161.74,5091990.80,
V2#1,B. Spruce,711134.42,5091986.41,711131.27,5091987.94,
V2#2,Tamarack,711134.42,5091986.41,711137.61,5091986.21,
V2#3,S. Maple,711134.42,5091986.41,711129.26,5091987.05,
V3#1,W. Cedar,711084.31,5091984.70,711083.30,5091987.63,
V3#2,B. Fir,711084.31,5091984.70,711083.73,5091984.30,
V3#3,W. Pine,711084.31,5091984.70,711075.59,5091986.49,
V4#1,S. Maple,710984.09,5091981.27,710976.30,5091982.59,
V4#2,Aspen,710984.09,5091981.27,710985.45,5091978.37,
V4#3,B. Fir,710984.09,5091981.27,710982.40,5091981.13,
V5#1,B. Fir,710959.04,5091980.41,710957.46,5091981.95,
V5#2,Aspen,710959.04,5091980.41,710954.38,5091981.95,
V5#3,S. Maple,710959.04,5091980.41,710956.61,5091982.49,
V6#1,R. Pine,710908.93,5091978.70,710910.94,5091977.81,
V6#2,R. Pine,710908.93,5091978.70,710911.24,5091975.82,
V6#3,S. Maple,710908.93,5091978.70,710905.06,5091983.42,
V7#1,R. Pine,710808.71,5091975.28,710813.04,5091971.89,
V7#2,S. Maple,710808.71,5091975.28,710813.01,5091972.54,
V7#3,S. Maple,710808.71,5091975.28,710804.22,5091975.00,
V8#1,R. Pine,710783.65,5091974.42,710790.39,5091975.38,
V8#2,Blk. Ash,710783.65,5091974.42,710784.49,5091973.42,
V8#3,R. Maple,710783.65,5091974.42,710777.91,5091972.70,
V9#1,S. Maple,710733.54,5091972.71,710735.74,5091972.75,
V9#2,R. Maple,710733.54,5091972.71,710729.65,5091972.92,
V9#3,S. Maple,710733.54,5091972.71,710738.14,5091972.59,
V10#1,R. Pine,710633.33,5091969.29,710632.72,5091974.36,
V10#2,S. Maple,710633.33,5091969.29,710630.71,5091968.63,
V10#3,B. Fir,710633.33,5091969.29,710637.66,5091973.00,
V11#1,Tamarack,710608.27,5091968.44,710607.87,5091967.31,
V11#2,R. Maple,710608.27,5091968.44,710609.57,5091977.85,
V11#3,B. Fir,710608.27,5091968.44,710604.11,5091977.53,
V12#1,Blk. Ash,710558.16,5091966.73,710555.59,5091960.54,
V12#2,R. Maple,710558.16,5091966.73,710562.58,5091969.65,
V12#3,R. Maple,710558.16,5091966.73,710562.06,5091966.80,
W1#1,Tamarack,711160.33,5091962.29,711160.30,5091960.89,
W1#2,B. Spruce,711160.33,5091962.29,711160.66,5091963.95,
W1#3,B. Spruce,711160.33,5091962.29,711161.66,5091964.04,
W2#1,Tamarack,711135.27,5091961.43,711136.44,5091961.69,
W2#2,B. Spruce,711135.27,5091961.43,711136.97,5091961.46,
W2#3,S. Maple,711135.27,5091961.43,711133.22,5091960.00,
W3#1,W. Pine,711085.16,5091959.72,711084.20,5091958.57,
W3#2,B. Spruce,711085.16,5091959.72,711085.87,5091958.87,
W3#3,Tamarack,711085.16,5091959.72,711078.57,5091960.07,
W4#1,W. Spruce,710984.94,5091956.29,710982.85,5091954.93,
W4#2,W. Spruce,710984.94,5091956.29,710987.41,5091961.21,
W4#3,W. Pine,710984.94,5091956.29,710985.89,5091951.38,
W5#1,R. Pine,710959.89,5091955.44,710953.97,5091958.57,
W5#2,S. Maple,710959.89,5091955.44,710960.69,5091956.03,
W5#3,R. Pine,710959.89,5091955.44,710953.20,5091955.14,
W6#1,R. Pine,710909.78,5091953.72,710908.95,5091956.29,
W6#2,S. Maple,710909.78,5091953.72,710908.10,5091954.61,
W6#3,R. Pine,710909.78,5091953.72,710907.72,5091951.54,
W7#1,R. Pine,710809.56,5091950.30,710806.35,5091952.15,
W7#2,R. Maple,710809.56,5091950.30,710808.13,5091944.06,
W7#3,S. Maple,710809.56,5091950.30,710806.62,5091949.72,
W8#1,R. Pine,710784.51,5091949.45,710787.15,5091947.83,
W8#2,S. Maple,710784.51,5091949.45,710785.93,5091948.71,
W8#3,W. Birch,710784.51,5091949.45,710787.96,5091955.76,
W9#1,R. Pine,710734.40,5091947.73,710733.51,5091949.30,
W9#2,S. Maple,710734.40,5091947.73,710729.34,5091941.67,
W9#3,S. Maple,710734.40,5091947.73,710737.48,5091955.33,
W10#1,W. Birch,710634.18,5091944.31,710636.34,5091950.97,
W10#2,R. Maple,710634.18,5091944.31,710630.03,5091941.52,
W10#3,Blk. Ash,710634.18,5091944.31,710634.17,5091945.21,
W11#1,S. Maple,710609.12,5091943.46,710609.07,5091943.06,
W11#2,S. Maple,710609.12,5091943.46,710611.57,5091941.90,
W11#3,B. Fir,710609.12,5091943.46,710605.56,5091939.95,
W12#1,R. Pine,710559.01,5091941.75,710556.30,5091944.95,
W12#2,S. Maple,710559.01,5091941.75,710556.73,5091948.79,
W12#3,S. Maple,710559.01,5091941.75,710555.52,5091948.72,
X1#1,Tamarack,711162.04,5091912.33,711164.20,5091913.58,
X1#2,Tamarack,711162.04,5091912.33,711157.95,5091915.71,
X1#3,B. Spruce,711162.04,5091912.33,711165.14,5091912.31,
X2#1,B. Spruce,711136.98,5091911.48,711136.09,5091911.36,
X2#2,Tamarack,711136.98,5091911.48,711136.30,5091913.25,
X2#3,B. Spruce,711136.98,5091911.48,711139.59,5091910.77,
X3#1,Tamarack,711086.87,5091909.76,711086.04,5091908.76,
X3#2,Tamarack,711086.87,5091909.76,711085.87,5091909.72,
X3#3,B. Spruce,711086.87,5091909.76,711087.54,5091909.16,
X4#1,Aspen,710986.65,5091906.34,710982.35,5091906.22,
X4#2,S. Maple,710986.65,5091906.34,710987.75,5091910.60,
X4#3,B. Fir,710986.65,5091906.34,710989.14,5091902.23,
X5#1,R. Pine,710961.60,5091905.48,710961.86,5091900.99,
X5#2,R. Maple,710961.60,5091905.48,710958.20,5091905.48,
X5#3,R. Pine,710961.60,5091905.48,710962.52,5091904.43,
X6#1,R. Pine,710911.49,5091903.77,710910.71,5091902.73,
X6#2,R. Pine,710911.49,5091903.77,710912.71,5091901.82,
X6#3,S. Maple,710911.49,5091903.77,710914.32,5091905.64,
X7#1,R. Pine,710811.27,5091900.35,710811.17,5091900.34,
X7#2,R. Maple,710811.27,5091900.35,710814.35,5091899.51,
X7#3,S. Maple,710811.27,5091900.35,710809.09,5091904.51,
X8#1,R. Pine,710786.21,5091899.49,710789.19,5091898.08,
X8#2,S. Maple,710786.21,5091899.49,710785.32,5091899.37,
X8#3,S. Maple,710786.21,5091899.49,710786.55,5091898.34,
X9#1,R. Pine,710736.10,5091897.78,710733.84,5091900.05,
X9#2,B. Fir,710736.10,5091897.78,710736.17,5091896.08,
X9#3,S. Maple,710736.10,5091897.78,710738.24,5091900.16,
X10#1,R. Maple,710635.88,5091894.36,710638.12,5091892.07,
X10#2,S. Maple,710635.88,5091894.36,710633.21,5091894.00,
X10#3,B. Fir,710635.88,5091894.36,710634.99,5091890.77,
X11#1,S. Maple,710610.83,5091893.50,710611.50,5091895.70,
X11#2,Blk. Ash,710610.83,5091893.50,710609.78,5091890.38,
X11#3,R. Maple,710610.83,5091893.50,710608.39,5091887.91,
X12#1,R. Pine,710560.72,5091891.80,710561.58,5091892.06,
X12#2,S. Maple,710560.72,5091891.80,710556.78,5091894.71,
X12#3,S. Maple,710560.72,5091891.80,710567.98,5091890.36,
